Thread ID,URL line
335,"good article on imports ^^; also assuming it's installed and you're using python3.7 you can follow the first example in this: <https://docs.python.org/3/library/smtplib.html>""
"
336,"explain me the code for import packages using smtp in python
"
337,"ok...send me the code for online quiz using smtp; the result of the quiz is send via email; language is python
"
338,"""ok; i = 1
"
339,"For more information on inline code formatting with backticks click <https://get.slack.help/hc/en-us/articles/202288908-Format-your-messages#inline-code|here>.""
"
340,"""i = 1
"
341,"ok; how to learn python in advanced?
"
342,"^^; or <http://codeacademy.com|codeacademy.com>
"
343,"""Hi all, sorry for the intrusion. I'm kinda stuck with the usage of hmac in headers. (image from postman headers)
"
344,"Thanks <@Jimmy>! :taco: I thought the `hmac` value on the headers was something special. I'll try doing a request first using the signature generated and constructing the header value for `Authorization` as a string.
"
345,"For more information on inline code formatting with backticks click <https://get.slack.help/hc/en-us/articles/202288908-Format-your-messages#inline-code|here>.""
"
346,"what's the issue?
"
347,"""Not to be rude <@Aracelis>, but you should probably start with a beginners introduction to Python with examples and questions. These are very basic questions, and a large part of being a programmer is learning to read and use resources such as guides or documentation.""
"
348,"Have you looked up how to do that?
"
349,"or on the offical documentation here: <https://docs.python.org/3/reference/import.html>
"
350,"
"
351,"""there are some good books, etc to continue learning""
"
352,"you could look over that list and try something with the green?
"
353,"but it might be best to ask in <#C0JB9ATQV|data_science> directly :slightly_smiling_face:
"
354,"""blech; ```soup = BeautifulSoup(html, convertEntities=BeautifulSoup.HTML_ENTITIES)```""
"
355,"it seems to strip tags and entities but you can modify it""
"
356,"<@Maricruz> try `python -m pip` instead of `pip`
"
357,"""Will try that. I'm not sure if `${ham}` does not result in """"{'foo': 'bar'}"""" though. Currently doing it on postman""
"
358,"I have contacted one, but wanted to see if anyone has any information on this here.""
"
359,"<https://stackoverflow.com/a/39429578/1809168>""
"
360,"""ye, you can do `def foo() -&gt; Optional[int]` which means return `None` or `int`""
"
361,"`Thu` just to remove?
"
362,"For more information on inline code formatting with backticks click <https://get.slack.help/hc/en-us/articles/202288908-Format-your-messages#inline-code|here>.""
"
363,"""so the issue is when you do `x, y = class_instance()` is it tries to divide the instance amongst the variables `x` and `y`""
"
364,"""TypeError: can only concatenate str (not """"int"""") to str""
"
365,"""Err, using the data you provided, then `f` would be:
"
366,"""Im having a hard time figuring out the proper way to have an entire class fire. I have my main module (tkinter) which uses stored variables to be fired off within another module. i.e. enter date and date is used in the other module. the issue is that I am having to type out each function separate and i have a feeling this is not the right way, or at least the best way, to do this. Another issue is that in the line """"SSH_Invoices.c_date = self.page1_sel_date.get()"""" - """"c_date"""" does not get stored.""
"
367,"""So I honestly don't know what a good initial value for `f2_param` is, I was just putting a placeholder there that you could replace as-necessary.""
"
368,"""As for how I was providing the parameters to `f1_image`,  I was basing it off of the documentation of the function. It appears to take your `f2` function as the first parameter and the image as the second parameter. The `new_f2` function is my way of converting the 2-parameter function into a 1-parameter function, which is what the `f1_image` function is expecting.""
"
369,"""I’m with you.; Every solution that codes a combination, does so in one big list.; Actually hold up. I dont’ think this is correct.; Because a child can have up to one cookie""
"
370,"""<@Junior> I think this really depends on how big your application is, what it's actually used for and if you know or are willing to learn python""
"
371,"None; <@Sasha> <@Cory>
"
372,"now getting these logs
"
373,"""Once you explained that """"you want a function with this signature and gives this output for this input"""", then it was a case of figuring out the correlation.; I came up with the formula using the good ol' trial and error method. :wink:""
"
374,"""I feel like that post is not suitable for here, and better for stack overflow; It's also a bit too verbose and may be hard for non-native speakers to read""
"
375,"""that’s it… I should probably re-do that slash command; <@Jonas>, <@Mica> thoughts on the above?""
"
376,"I m ok. But i want to use it like this: ipy add (ip) (name) not like python3 myscript.py role=add ip=123.123.123 name=myname
"
377,"
"
378,"""No, it’s not a flag, unfortunately… it’s either `--name NAME` or `--id ID`""
"
379,"""Yeah, I read that, it’s not my use-case since it’s not a flag, I need to pass a name or an id; I think I can adapt `MutexOption` for my case though""
"
380,"Eventually I want to add mail exchange, namerserver and other records for each domain..""
"
381,"
"
382,"None; Pls what am i missing?
"
383,"None; <@Shan> <@Sasha>
"
384,"
"
385,"""I usually run black, pyflakes, and mypy and then there is manual review""
"
386,"""if theyre not doing that, there’s a bigger problem""
"
387,"""a lot of this just seems to be built off of the existing linters really; another thing I'll add, and I hope I'm not beating a dead horse here, but it's coming a up a lot as I get deeper into the new place I'm at so it's on my mind - anything automated to tell you things that isn't designed to require a response is destined to be ignored.  my prediction is if this is just an advisory thing on your PRs, people start out peeking at what it says, but will begin to ignore it as they realize it has no bearing on whether their work gets merged or not.; worse - they may internalized its continued griping about their """"shitty code"""" and get demoralized.; so if you want to integrate tools like this into CI - make failing the tool fail CI""
"
388,"""Perfect. Thank you so much; ```
"
389,"from <http://mininet.net|mininet.net> import Mininet
"
390,"from mininet.node import CPULimitedHost
"
391,"```
"
392,"""no, i mean, what is the markdown syntax for it""
"
393,"
"
394,"""Quick question.. I have an html table with some items inside a cell being separate by ‘&lt;br/ &gt;’ tags.. if I use pandas read_html to convert it to a dataframe.. is there a way to replace the br’s with something else? As is I get all the data, but some cells are allstucktogether.; hopefully cross posting is not frowned on.. as I posted this to <#C0JB9ATQV|data_science> as well! LMK!""
"
395,"Thanks <@Hiroko> 
"
396,"<@Hiroko> i already have it
"
397,"<@Gianna> ^
"
398,"""yeah I'm not familiar with MacOS but the idea is the same; you have multiple python's lying around. And the one you get when you type `python` is not what you expect; so you `pip install ...` it is installing to one of the pythons, but not the one you want; does mac have `source .bashrc` or something equivalent?""
"
399,"yes but I have never developed on mac before
"
400,"As the author of the git file wrote, there is no insight on why is not working, and Im trying to find a way to make it work, as I already have some huge dependencies on flask
"
401,"""sure, is throwing the
"
402,"import aiohttp
"
403,"        fetch(""""<https://bing.com/>""""),
"
404,"        fetch(""""<https://duckduckgo.com>""""),
"
405,"        fetch(""""<http://www.dogpile.com>""""),
"
406,"    ))
"
407,"Probably because you have no active conda environments. `python -V` just shows the system python info.
"
408,"""what is my  environment name ?; ```conda info --envs
"
409,"<http://prntscr.com/mmiwyg>
"
410,"Have you tried running `conda init &lt;name of shell&gt;`; Insert what the name of the environment you want in place of `&lt;name of shell&gt;`; So in the above try running `conda init anaconda3`; Then `conda activate anaconda3`
"
411,"""The function you showed me before does what you need to do. The only difference is the command it builds. Try to follow how that function builds the command. Like I said, aside from the `subprocess` and `QtCore` stuff, it's working with standard python objects, so it should be easy to follow what it does. You can either throw in a bunch of print statements between each alone, or try out pdb so you can hang out in there and keep trying stuff without having to keep calling the script over and over""
"
412,"""<@Judith>  what does high level mean to you? For a business perspective, or somebody who knows stats but not ML""
"
413,"""Haha, I was just typing the same thing - I took that course. It's quite heavy on the maths sometimes if that's a problem, but you will understand the concepts afterwards.""
"
414,"and I always recommend automate the boring stuff
"
415,"""never used it, but saw it going around Github recently and it seemed super interesting; so, if I read the README file correctly, you'd have something like
"
416,"""its a part of preprocessing (trying to learn stuff )
"
417,"""I dont believe you can do this type of querying of JSON fields in the ORM; looks like you can access keys, and the indices of arrays (so like `json__my_list__0__number=123`) but i dont see where you can search through all the items in a list with the ORM""
"
418,"""Hello all I do not know how I can solve this problem, I have a folder full of different file types: .pdf, .png, .flv and I have folders for each file type. I want to be able to sort the files. Like pdfs to the PDF folder the flvs to the FLV folder; Any Ideas?""
"
419,"http = urllib3.PoolManager()
"
420,"None
"
421,"from db.database_setup import Logs
"
422,"""Hi All, I need one help, I am trying to create github_issue using pygithub api calls, when I assign the milestone, I am getting the below error
"
423,"The file can be empty it just has to exist.
"
424,"""now  getting error import app in logger.py; None; logger.py:
"
425,"
"
426,"
"
427,"
"
428,"        self.url_beta = '<https://beta.matchbook.com>'
"
429,"        self.urn_main = '/bpapi/rest/'
"
430,"that is very helpful thank you Joe
"
431,"""I'm having a bit of trouble unpacking a tuple from a mocked return value. A simplified version of what I'm trying to do:
"
432,"""yep, this is more a question of best practice""
"
433,"""I figured it out - the issue stuck deep in a wrong formatted string in `process` of `subprocess.run(process)` :rubberduck:
"
434,"seems to be about it
"
435,"<https://bazaar.launchpad.net/%7Eleonardr/beautifulsoup/bs4/view/head:/CHANGELOG> <@Carissa>; not sure if it's much different than the ubuntu one
"
436,"also you are missing the trailing `__` on name in those scripts
"
437,"oh… bazaar?
"
438,"  Running setup.py bdist_wheel for myrepo ... done
"
439,"""pip list looks at your Python path. So if that build directory isn't there, it's not going to list the module.""
"
440,"""Ah I’ll read through that, thanks; Oh sweet, there’s even an answer right there, I just have to put “sorted( )” around it""
"
441,"""Chrome is heavyweight, it will launch more than 1 process""
"
442,"after quit; processes dont stay man; they are while the script is running; i dont have leftovers; i just use way too many resources; like for 10 browsers it take over 16gb ram; which is insane
"
443,"""<https://news.ycombinator.com/item?id=14103503>; &gt;&gt;&gt;for months (rendering a large variety of sites without restarts for weeks at a time)
"
444,"Run it with:
"
445,"• <https://stackoverflow.com/help/how-to-ask>
"
446,"""
"
447,"""On line 15 you have a `try/except`; try removing this block entirely, and see what the error is; holy shit; <@Jolanda>: <https://flask-restful.readthedocs.io/en/latest/quickstart.html>. Please don't use that tutorial""
"
448,"""Thanks <@Jonas>, I am going to start again with quickstart, my fault not follow the oficial documentation""
"
449,"especially when you’re starting out and you don’t have the knowledge or expertise to understand what’s being described
"
450,"""I'd also recommend using flask_restful, I use it at work and it makes developing endpoints simple and clean""
"
451,"• <https://stackoverflow.com/help/how-to-ask>
"
452,"""
"
453,"Thanks for the help mate!
"
454,"""I have a celery `shared_task` and I want to pass in api after it's been initialised in another function. How do I do this with the following code?
"
455,"Thanks!; I’ll have a read
"
456,"""ahhhh, that makes perfect sense <@Carmen>! thank you! :pray:""
"
457,"<@Deon> the list of HTML URI's have the ':' colons at different positions in the list so it's hard to use any specific markers to find them
"
458,"""perhaps ``` f = interp1d(xold,yold,fill_value=""""extrapolate"""")```""
"
459,"""<@Conchita> Maybe try `print(df.to_string())`? That function has a lot of extra options for what columns to output, etc.""
"
460,"""<@Sasha> that did the trick! Thank you; Thanks for the link <@Marth>, I'll keep it open for my next pandas/csv issue in 3..2.. :slightly_smiling_face:""
"
461,"""not sure if this accomplishes what you want or not:  <https://github.com/git/git/blob/master/Documentation/howto/revert-a-faulty-merge.txt>; ah, no ideas as far as a username specific solution though, sounds like other work arounds had been suggested.""
"
462,"""I'm trying to see if a string exists in a dataframe and return its row index. This code does so successfully, but in this format where the row index is `2`:
"
463,"""Thank you, I'll have a look and give another try :smiley:""
"
464,"Huge thanks.. :star-struck:
"
465,"""definitly `cron` if the smallest increment is 1 minute or more, `sched` or `apscheduler` modules are good if you need smaller increments. I was just researching that the other day; `sched` is quick and dirty, `apscheduler` is powerful but a little more complex to implement""
"
466,"""Im using SQLalchemy, i was wondering if it is possible to constrain a pair of columns to be unique.
"
467,"    UniqueConstraint('col2', 'col3', name='uix_1')```""
"
468,"""do you have the appropriate version?; been a while since I’ve done anything python and windows, and got burned enough to not really want to try again""
"
469,"check out <https://pythondev.slack.com/archives/C22DMH61M/p1550766888043800>
"
470,"sad days ahead.  still dont have access to github actions…not a huge fan of gitlab nor circle.
"
471,"""I’m playing around with this: <https://docs.python.org/3/library/tempfile.html#tempfile-examples> …when i write to a temp file, before i `f.close()`, i try to cat the file and its giving me no contents; is that normal?; im running through a json doc.  for each item, i need to write the contents of one of the keys to a file so that i can reference that file to be uploaded to a remote location…the problem is that when it goes to upload, it says invalid contents, inspecting the file, there are no contents.; oh; so.  apparently, this is a thing.  you need to pass `delete=False`, then `f.close()`, annnnd then you can reference the file""
"
472,"""```&gt;&gt;&gt; val = (464735).to_bytes(4, byteorder='big')
"
473,"""Really? That is odd...; Maybe try `print(<http://df.at[2|df.at[2>, 'powercut'])` to double-check?""
"
474,"""Tried, and this is strange. Mind you that the field of [2, 'powercut'] is equal to `False`; I don't get why this is happening. Do you <@Sasha>?""
"
475,"""Wow, <@Leana>!""
"
476,"
"
477,"Anyone doing the practice round of Google kickstart 2019 ? 
"
478,"""The `RandomState` docs have this guarantee: """"_Compatibility Guarantee_ A fixed seed and a fixed series of calls to ‘RandomState’ methods using the same parameters will always produce the same results up to roundoff error except when the values were incorrect. Incorrect values will be fixed and the NumPy version in which the fix was made will be noted in the relevant docstring. Extension of existing parameter ranges and the addition of new parameters is allowed as long the previous behavior remains unchanged.""""; That said, if you're using this for encryption, I'd recommend an actual cryptography algorithm, since the pseudo-random sequence might not be very secure against decoding attempts.; The seed is only 32-bit, too, so that's very vulnerable to brute force.""
"
479,"    time.sleep(1)
"
480,"""You just said it doesn't give an error, but it's throwing a TypeError on line 16...""
"
481,"    time.sleep(5)
"
482,"• <https://stackoverflow.com/help/how-to-ask>
"
483,"""
"
484,"• <https://stackoverflow.com/help/how-to-ask>
"
485,"""
"
486,"For more information on inline code formatting with backticks click <https://get.slack.help/hc/en-us/articles/202288908-Format-your-messages#inline-code|here>.""
"
487,"user experience really differs between mobile and other devices; are you able to use the website?
"
488,"""&gt; I think the problem is that pyautogui doesn't come to terms with wayland yet, the x11 substitute.; If you're trying to make a poker bot, there are way better ways than reading the screen; that's..... going to be hard.""
"
489,"""<@Clemmie> thanks for quick reply. will look into it. is this good? --&gt; return sorted(dict_of_word_count.iteritems(), key=lambda k_v: v_k[1], reverse=True)[0:20]""
"
490,"""Hello all, I want to alternate capital and lowercase letters into a new array. The way I could think of to capitalize letters was breaking the original word into two arrays. I want to join them back but alternate the letters when I do so.
"
491,"""Yeah, it is one of those fun edge cases. Shows up with some regularity in new years type checks""
"
492,"Nice - I am so glad they fixed that. I’m going to have to retire that gotcha
"
493,"For more information on inline code formatting with backticks click <https://get.slack.help/hc/en-us/articles/202288908-Format-your-messages#inline-code|here>.""
"
494,"Very cool. Thank You
"
495,"is there anything else you can think of to try?
"
496,"It's worked; you are amazing; thanks so much I was shitting myself lol
"
497,"What's the recommended library for parsing xml these days? bs4?
"
498,"""<@Demetrice> Enclose my line 4, the one employing the .append() function, in a loop to keep adding new values to your list.; Haven't noodled around on <http://exercism.io|exercism.io>; In general though, I'd offer that in your initial code snippet above, an initial value nor subsequent values were not added to the list.""
"
499,"""Given the dataset `[{'id': 1, 'name': 'John'}, {'id': 2, 'name': 'Mary'}]` what's the best approach to get the name of the id whose value is `n`? I can iterate through the list or do `filter`, but I'm not sure if there's a faster way of doing this when handling json.""
"
500,"Has anyone solve this <https://ayende.com/blog/104449/hiring-questions-the-phone-book>; ?
"
501,"""<@Lourie> I just have it a quick read, and it seems pretty straightforward; It's meant to be somewhat open-ended with plenty of things to cover to see how you, as a developer, go about problem solving""
"
502,"<https://datatables.net/examples/data_sources/server_side>
"
503,"I think that's only the data not the actual columns; I have that currently set but I want to create a 'report builder' where the users can select different data points so the columns would need to be dynamic rather than predefined; I'm using flask so I could do some kind of `if` statement with jinja but it feels a bit messy
"
504,"thanks; does the json data need to be in a different format?
"
505,"• <https://stackoverflow.com/help/how-to-ask>
"
506,"""
"
507,"There are probably lots of people that don't have a unique name. I don't think that will wor'mk
"
508,"""<@Carmen> Thank you. I will explore mailbox.
"
509,"""Is there a way to install pip packages for all users on RHEL as root?; Getting this error: [python2.7]$ which pip
"
510,"
"
511,"did those too
"
512,"IT'S ALIVE; I think it was just the last bit I needed; I may have gone over old keys which I forgot I did for years back IDK
"
513,"• <https://stackoverflow.com/help/how-to-ask>
"
514,"""
"
515,"ca_cert = './certs/ca.crt'
"
516,"""<@Sasha> Thanks. the format of certificate i got is...
"
517,"```; This is different from the result with `ssl.get_server_certificate`..; when using `ssl.get_server_certificate()` I have got this format
"
518,"""Need help with Elasticsearch.
"
519,"```
"
520,"""need help for this error while using channels
"
521,"• <https://stackoverflow.com/help/how-to-ask>
"
522,"""
"
523,"
"
524,"""and FYI, when using third party libs, check the documentation on their requirements; you’ll see what versions are supported""
"
525,"I have to perform the encryption and re-encryption locally as I do not want the private key t o leave the system.
"
526,"""hm; """"The solution, sadly, is just to use a function in the global namespace. You can still make it an instance attribute though, take a look:""""; <https://stackoverflow.com/questions/32321324/pool-within-a-class-in-python>; seems like that might be the approach I will need to take; a bit messier but if it works then I'll be happy""
"
527,"""I think you need to make your iterable (job_zip) pickle-able, which it isn't at the minute since it's a bunch of itertools callables?""
"
528,"I don't think having the called method in a class in inherently _wrong_, but the iterable (and possibly all locals within the pool call?) must be pickleable.; Weird, my indentation has gone mental in that gist; In the `Incorrect` class, the iterable `job` is a bunch of functions, which can't be serialized. In the `Correct` class, it's just a bunch of strings that are processed by process_chunk. Make sense?; Pass data into the pool, not functions or methods, and you should be fine. :slightly_smiling_face:""
"
529,"except requests.exceptions.RequestException as e:
"
530,"""<@Demetrice> you could remove non-letter characters, I guess?""
"
531,"Honestly i didn't even see that. It went up top for some reason. I'm looking at it now. It looks so much simpler than mine; You did it in one line of code. :anguished::upside_down_face: what does the [^\w] mean?  How does it know how to look for words like that?
"
532,"I see. So that would really solve this problem instantly. I've been trying to fix my version too for practice but it's just not picking doing what i want. My logic must be off
"
533,"""I think `replace()` returns a modified copy of the string, rather than changing the original.""
"
534,"""Thanks <@Sasha> I will analyze, the problem I get the tif file in bytes through the database""
"
535,"
"
536,"<@Hiroko> I don't think so; Had this been the problem. It would've been mentioned in the docs
"
537,"        self.parent = parent
"
538,"""Second, I have more of those chars""
"
539,"Author: Riverbank Computing Limited
"
540,"• <https://stackoverflow.com/help/how-to-ask>
"
541,"""
"
542,"""Yeah waqas, I've tried using that one and I keep getting a RTM socked closed error""
"
543,"Author: liris
"
544,"I'm thinking about running my dict with request_data through this code <https://gist.github.com/chris-hailstorm/4989643>
"
545,"are you using pythonn 2 or 3?
"
546,"    be encoded in Unicode”.  For apps that don’t use unicode, this function
"
547,"""But now I'm kind of have another issue, I already have few try except cases, and if MaxmindError fails as wel, will it go to second except clause, and execute DataError?; Will definetely looks at your examples""
"
548,"edit: not able to reproduce, maybe I'm doing something wrong ?; I'm on `macOS 10.14.3 (18D109)`""
"
549,"deleting this due to questions about validity.
"
550,"• <https://stackoverflow.com/help/how-to-ask>
"
551,"""
"
552,"None; that works but this does not:; None; does the psql command need to be a single string instead of a list?
"
553,"""hey guys, I am currently moving data from flat files on an EC2 instance to onprem MSSQl — I am using df.to_sql, and was wondering if anyone has used bcp utility on linux to do so?""
"
554,"""thanks for the help. I had to reinstall the module because of some cmake issues, but my local library is correctly working now :slightly_smiling_face:
"
555,"""oh crap, i need to get to bed, its late xD; i am going to read that article thank you so much for your help""
"
556,"""```
"
557,"Is there a reason it does that? And how can I remove the b from the results?""
"
558,"```
"
559,"&gt;&gt;&gt; a[0]
"
560,"""hi, aside from packaged libs and projects means for reuse, is *setup.py* recommended for a web service?""
"
561,"```
"
562,"""thanks for pointing me to that library <@Clemmie>,  I can definitely use it for one of my projects!""
"
563,"""Hi, anyone used RotatingFileHandler for logging before? I wonder whether it deletes the old logs after specified number of backups file will be filled with logs. I mean, assume you have 5 backups with 20 MB each, and after you reached total of 100 MB of log, old logs will be deleted to reserve a space for upcoming logs.""
"
564,"""thank you <@Clemmie>, I’ll have a look at that link
"
565,"""Hi guys,
"
566,"""Yeah, I'd generally prefer the first option, both for robustness and readability.""
"
567,"`pymssql.OperationalError: (20002, b'DB-Lib error message 20002, severity 9:\nAdaptive Server connection failed`. Any ideas?""
"
568,"""Hi everyone,
"
569,"+--------*\\; \; *\; *\; Sry
"
570,"```
"
571,"""You appear to be setting a 100ms timeout, which is pretty short, and it's triggering.""
"
572,"&gt;&gt;&gt; print(response)
"
573,"""Brett Cannon does some trickery with the dependencies in setup.py here <https://snarky.ca/clarifying-pep-518/> , and I thought I could somehow extend this idea. Have a list of the """"internal"""" packages that I might need to hack on and install them in develop mode.""
"
574,"""If you don't mind me asking, what's the use case? Usually you're trying to go the other way around, where your dev environment has more packages than you want distributed.""
"
575,"""doing `-e` in requirements.txt files gets close, but I think it would be ideal to specify things in `setup.py` and have a flag for dev power install for user 2 vs package install for user 1""
"
576,"""sounds like you want a capture group, put the table name part in parens; or put the space in the lookbehind and wrap the keyword options in a non-capturing group `(?: ... )`.""
"
577,"""Thanks, <@Hiroko>. I hadn't run across Doctest before... that's a cute hack.""
"
578,"
"
579,"```
"
580,"
"
581,"<@Conchita> when in doubt choose postgresql. But if you are already hosting on a big cloud like GCP or AWS it's probably easier to use their databases offering; and I would also advice against storing pdf / word documents in the db. What people usually do is store metadata about the file in the DB and the file itself on the filesystem
"
582,"• <https://stackoverflow.com/help/how-to-ask>
"
583,"""
"
584,"""Hi...is there a way to iterate over all combinations of elements from multiple lists, without using multiple for loops?""
"
585,"""Thanks. I don't quite get how `combinations` works: When I try the following: ```for e, lr, b in combinations_with_replacement(zip(epochs, learning_rates, batch_sizes), 3):
"
586,"""```
"
587,"mail.Subject = """"Sub""""
"
588,"I like click but it's also an extra thing to install. `argparse` is just fine unless you're making something complex.
"
589,"i'd say that approach is  rather futile effort .. Applications in mac (just like any os really) can be anywhere..; but that wasnt the answer to the question so 'scuse me :smiley:
"
590,"""<@Elna> Looks like you've got a mix of Python 3.6 and 2.7 libraries going on, though I couldn't tell you how to fix it.""
"
591,"• <https://stackoverflow.com/help/how-to-ask>
"
592,"""
"
593,"""I am looking to loop through thousands of json responses via a web url and parse out some of that data and store it in a flat file (csv, txt..etc is ok). Where should I begin? Didn't know which channel to put this in.""
"
594,"<@Eric>  can I use it for web scraping 
"
595,"""hmmm; looks like they don't recognize what the plate actually says, just that it's a license plate; and it gets a clean image of it""
"
596,"""no worries; I found it; also side note, shinobi runs best on ubuntu/debian, specifically LTS versions""
"
597,"""have almost no experience but basics in javascript (syntax, etc) what do you think the learning curve for Shinobi will be? I have about a month to try and get something going depending on our investors decision for the utilization of the cameras.; *having""
"
598,"already had the page up :wink:
"
599,"""Hi all, I’ve been asked to help write java deployment code. As a guy who leverages pandas a lot, are there any tips to get started? idk if there is even a dataframe obj in java""
"
600,"but it is still not working; had to use `subprocess.Popen` instead""
"
601,"""Anybody, who can help me parsing (web scraping) all evetns from this page: <https://alando-palais.de/events>""
"
602,"""If you have a question, please just ask it. Please do not ask for topic experts;  do not DM or ping random users. We cannot begin to answer a question until we actually get a question. 
"
603,"""My question is, how to get all the events from that page. They are hidden behind (js / php) scripts. That is why, I cannot parse them out of the normal html response""
"
604,"How can I render serialized data (JSON) from model to regular HTML template?
"
605,"It is one part of all XML document.
"
606,"""And a suggestion: switch from legacy Python (2.7) to Python 3.
"
607,"
"
608,"
"
609,"thank you in advance""
"
610,"
"
611,"Aha... looks like it can be done via Settings &gt; Tools &gt; External Tools. Thanks!
"
612,"&lt;li&gt;&lt;a href=""""<http://www.Vagan.kommune.no>"""" class=""""external-link"""" target=""""_blank""""&gt;1865 Vågan&lt;/a&gt;&lt;/li&gt;
"
613,"&lt;li&gt;&lt;a href=""""<http://www.oksnes.kommune.no>"""" class=""""external-link"""" target=""""_blank""""&gt;1868 Øksnes&lt;/a&gt;&lt;/li&gt;```""
"
614,"""I'm not 100% sure what edit you want to do, but can you use the find-and-replace functionality?""
"
615,"&lt;li&gt;&lt;a href=""""<http://www.Vagan.kommune.no>"""" class=""""external-link"""" target=""""_blank""""&gt;1865 Vågan&lt;/a&gt;&lt;/li&gt;
"
616,"&lt;li&gt;&lt;a href=""""<http://www.oksnes.kommune.no>"""" class=""""external-link"""" target=""""_blank""""&gt;1868 Øksnes&lt;/a&gt;&lt;/li&gt;```
"
617,"to
"
618,"""""&lt;li&gt;&lt;a href=""""<http://www.Vagan.kommune.no>"""" class=""""external-link"""" target=""""_blank""""&gt;1865 Vågan&lt;/a&gt;&lt;/li&gt;""""
"
619,"""""&lt;li&gt;&lt;a href=""""<http://www.oksnes.kommune.no>"""" class=""""external-link"""" target=""""_blank""""&gt;1868 Øksnes&lt;/a&gt;&lt;/li&gt;""""```; On 100s of lines""
"
620,"""Yeah, I'd think of doing something like replacing `&lt;li&gt;` with `""""&lt;li&gt;` and `&lt;/li&gt;` with `&lt;/li&gt;""""`.; Note that whatever is parsing this file might end up confused by the nested quotes, though.""
"
621,"
"
622,"        ``file-tuple`` can be a 2-tuple ``('filename', fileobj)``, 3-tuple ``('filename', fileobj, 'content_type')``
"
623,"""I'm trying to get the top headlines for a news source a user selects. When I type in the string, execution ends silently without any output beyond the 'Enter your choice' line.""
"
624,"""Here `user_choice` is just a string, so it doesn't have a `'name'` field in the `choice['name']` expression.""
"
625,"<@Sasha> you were right. I was using the input the wrong way. Thanks <@Hiroko> :taco: . Will start from here later. :slightly_smiling_face:
"
626,"<@Hiroko> thanks as always! :taco:
"
627,"""It depends what you need to distinguish against. If the email is always the second element in your list, `data[1]` solves it. If none of the other values will have an `@` sign, then that's a simple loop to check. More complicated would be a regex filter. And if you need to recognize a standards-compliant email address versus something that is close but not quite right, it's probably time to pull out a library, as that's quite messy in general.; Right now the `if """"@"""" in data` is looking for an element of the list which is exactly `""""@""""`, rather than a string containing an `@`.""
"
628,"Whatever works. I am old schooled. USB with all my programs and sometimes a portable version of either a compiler or/and the interpreter... lolol. Find cold storages more reliable and cheaper than cloud.
"
629,"Looks to me like pymssql isn't very smart… <https://github.com/pymssql/pymssql/issues/332>
"
630,"""&gt;  I don't want to create a string literal in code since that's susceptible to sql injections. Any ideas?
"
631,"""I don't think that'll make a difference, since SQLAlchemy uses pymssql to connect to SQL Server…""
"
632,"""Thanks, I'll go tinker with that in a bit""
"
633,"
"
634,"
"
635,"Thanks!
"
636,"    """"A horribly simple HashTable implementation.""""
"
637,"Is it really magic?; ;)
"
638,"""<https://medium.freecodecamp.org/a-quick-intro-to-dependency-injection-what-it-is-and-when-to-use-it-7578c84fa88f> found this one from a quick google search; examples are Java but the concepts are there and examples are really, really simple so shouldn't be a problem""
"
639,"Thanks
"
640,"""```In [1]: class ParentException(Exception): pass                                                                          
"
641,"""<@Hiroko> yes, I have enabled CORS on the bucket, although it is slightly different from that one""
"
642,"Yes. Like to fill out forms because I've run out of possible combinations of `Test User` that I can possibly use :joy:
"
643,"""cool will do, now how to figure how to parse if a table occurs before the `--- end`""
"
644,"I love hypothesis. Anybody know if you could make a strategy for a marshmallow schema?
"
645,"""Ohhhh ok, I thought when you said that you love hypothesis that it was referring to another post above that I missed and not a package :sweat_smile:""
"
646,"yes!
"
647,"• <https://stackoverflow.com/help/how-to-ask>
"
648,"""
"
649,"""I'm having a issue where my urls.py is not detecting the URL it's being redirected to... I'm probably overthinking this, but would somebody be able to have a look?""
"
650,"for this to work AWS instance should allow ssh connection through port 26 or any other port right? I dont think they do. For ssh 22 is a static Port.
"
651,"""<@Melynda>, I’m aware of the wont-it-be-much-easier-scenarios but unfortunately I can’t do anything about that. I’m sure they must have their reasons. Right now I was hoping if we could find a solution despite the constraints.""
"
652,"ECDSA key fingerprint is SHA256:Z5T5YwE0UZSYIirqn6OFvD69TjJcrilQ8oXxZry6Ifs.
"
653,"<mailto:ubuntu@ec2-35-154-179-149.ap-south-1.compute.amazonaws.com|ubuntu@ec2-35-154-179-149.ap-south-1.compute.amazonaws.com>: Permission denied (publickey).```; Perhaps your SSH key isn't the right format? It's unusual for it to be in a `.pem` file.; Do the contents of that file look like `ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAACAQC94WHvGPR/RTAgLHZbcMdHXSGVs… name@host` :question:""
"
654,"• <https://stackoverflow.com/help/how-to-ask>
"
655,"""
"
656,"""yep; there's another SO thread that says it's implementation dependent; in a 2d array list of lists in python, we don't have to re-allocate the entire thing""
"
657,"
"
658,"""Thanks <@Virgie>, I'll look into it""
"
659,"""Can anyone let me know how to move the value of `i` to next row continously
"
660,"""<@Hiroko> Great Jason I now understand the concept
"
661,"""hi willa75
"
662,"If I have stored this in a dictionary. How do I extract all values from the key `phoneNumber`?
"
663,"okay i will recheck it thank you
"
664,"""what's going on. Would greatly appreciate some help with google-cloud-storage; getting some client module error
"
